[1580,WrappedArray([640,5.7868204], [1341,5.7727046], [5072,5.496954], [2441,5.4852257], [3254,5.360487], [5379,5.3576975], [1751,5.2752166], [283,5.260925], [2867,5.2539496], [41,5.2097774])]
[1087,WrappedArray([2640,9.289952], [1596,9.014292], [41,8.3333435], [3186,8.150937], [4441,7.933986], [2707,7.4587507], [1341,7.4481063], [4751,7.438699], [2851,7.3684864], [668,7.319457])]
[1407,WrappedArray([206,6.064899], [906,5.775828], [2441,5.6430473], [527,5.5369816], [1840,5.516898], [2357,5.476192], [3235,5.462103], [290,5.422097], [5258,5.3875184], [378,5.3793473])]
[3937,WrappedArray([2713,6.36214], [4565,6.078511], [898,5.9382725], [5052,5.9167457], [2373,5.8622174], [653,5.7924924], [2640,5.643932], [5051,5.6332717], [4672,5.5585914], [2138,5.541008])]
[268,WrappedArray([700,7.3578825], [2673,6.8125405], [1384,6.793468], [4069,6.7814956], [1024,6.5712013], [2920,6.5615616], [3498,6.4825816], [819,6.4381795], [599,6.3866158], [5642,6.3525767])]
[2128,WrappedArray([4383,11.574252], [1664,9.957277], [3627,9.36591], [4846,9.290675], [1346,9.183842], [1102,9.164961], [5328,9.099004], [1864,9.088251], [4894,8.953046], [875,8.54451])]
[2368,WrappedArray([5328,7.0460677], [1394,6.4755397], [1754,6.1671233], [1083,6.0421677], [3915,5.896832], [5525,5.600044], [4399,5.5934105], [1914,5.564941], [2400,5.4879737], [1713,5.322528])]
[3249,WrappedArray([89,6.8948717], [4703,6.567568], [3723,6.248609], [3549,6.1245384], [158,6.1033163], [1485,5.9406734], [4264,5.8794923], [2884,5.8402042], [1102,5.8197184], [4844,5.7322397])]
[1010,WrappedArray([2697,6.8043423], [4264,6.5422225], [5358,6.1232996], [1541,6.0797772], [3165,6.077747], [3870,6.00433], [5258,5.9246097], [642,5.8903995], [5067,5.8770194], [3571,5.8332186])]
[1232,WrappedArray([5328,9.261291], [2204,8.565364], [3186,8.342081], [4657,8.341549], [1445,8.338252], [5119,8.250149], [1226,8.166595], [1864,7.950013], [3627,7.8959646], [4751,7.863991])]
[2072,WrappedArray([153,8.02008], [527,7.1950545], [296,6.900713], [4166,6.785101], [1582,6.6808047], [5320,6.5545487], [1277,6.49908], [2713,6.476836], [1394,6.357351], [4745,6.279423])]
[2252,WrappedArray([5328,6.9818997], [3222,6.2589064], [5756,6.1674333], [653,6.1574564], [1596,6.120188], [1416,5.976903], [2549,5.77143], [5642,5.7186747], [2297,5.6755486], [2502,5.669005])]
[3552,WrappedArray([3911,6.94617], [3009,6.8345537], [947,6.603918], [2434,6.594782], [389,6.3731594], [5030,6.0425344], [2855,6.007542], [4997,6.0001283], [3149,5.956427], [741,5.9481416])]
[2824,WrappedArray([5642,12.756795], [2151,12.115383], [1384,11.710923], [2673,11.105838], [4199,10.862745], [1198,10.74636], [4996,10.743667], [4074,10.691735], [21,10.500828], [978,10.464399])]
[1806,WrappedArray([653,7.2241163], [2640,6.972471], [589,6.570303], [2151,6.4158497], [1385,6.16959], [5078,6.036645], [4974,6.0068984], [2851,5.9602203], [5810,5.891827], [4997,5.885388])]
[1357,WrappedArray([5642,6.56796], [4441,6.376928], [2673,6.3560534], [418,6.2997828], [5274,6.17015], [5725,6.0061975], [4427,5.9985523], [4069,5.958951], [4199,5.830258], [4900,5.772556])]
[2197,WrappedArray([3573,11.551647], [2851,10.971328], [1596,10.952147], [4996,10.858536], [5642,10.751768], [2673,10.603439], [153,10.576136], [978,10.312546], [2977,10.195328], [200,10.153704])]
[2437,WrappedArray([870,6.0248613], [5328,5.99969], [1416,5.991138], [2707,5.772954], [4358,5.6914153], [1452,5.6315775], [4707,5.607375], [5357,5.5697856], [3723,5.5660458], [5756,5.521671])]
[3007,WrappedArray([3703,5.8979955], [5202,5.803239], [5133,5.774314], [2134,5.7256365], [1341,5.6463337], [341,5.5952077], [1445,5.556261], [665,5.5447974], [4069,5.478694], [1515,5.4748545])]
[3677,WrappedArray([4383,9.001775], [4441,8.782801], [2441,8.676107], [2182,7.796816], [1813,7.6902056], [2920,7.4966216], [5125,7.458832], [2673,7.457547], [1662,7.3832903], [2879,7.1894827])]
[258,WrappedArray([3222,6.836473], [805,5.8639736], [5856,5.860912], [1460,5.577583], [4231,5.5617914], [421,5.453522], [4143,5.438046], [5072,5.346094], [4850,5.3441978], [4244,5.294159])]
[2268,WrappedArray([2821,6.101557], [5651,5.72027], [1054,5.713373], [2048,5.7003493], [3633,5.5537734], [2252,5.5509367], [3322,5.5451922], [4764,5.5413437], [2534,5.5176973], [2339,5.514631])]
[279,WrappedArray([4441,6.70609], [2884,6.6981416], [2252,6.673154], [3144,6.6049347], [491,6.5094976], [5549,6.473058], [418,6.3581047], [2549,6.3431935], [3448,6.3057604], [2040,6.286184])]
[709,WrappedArray([3480,8.774877], [527,8.385486], [3723,7.7212763], [4392,7.653414], [1416,7.334124], [5199,6.988323], [1971,6.812019], [5258,6.784074], [1557,6.6948237], [4844,6.691679])]
[959,WrappedArray([3915,10.946989], [2252,10.459148], [2920,9.308024], [4419,9.175743], [4158,8.835122], [2735,8.672882], [4676,8.640714], [4383,8.566731], [1864,8.533974], [5525,8.527151])]
[2499,WrappedArray([1445,8.758023], [5297,8.481524], [1098,8.205159], [108,8.045574], [606,8.043089], [642,7.833478], [5067,7.7923985], [407,7.6319942], [4056,7.486402], [3805,7.4806185])]
[2630,WrappedArray([4751,8.545396], [3144,7.8284307], [5849,7.524375], [2640,7.3432574], [3959,7.305607], [2441,7.2640357], [527,7.203417], [378,7.189461], [1277,6.9956036], [3097,6.9483414])]
[3150,WrappedArray([2920,11.236494], [1864,11.069444], [4383,10.803926], [3627,9.736808], [5407,9.626806], [4751,9.595123], [3144,9.365483], [1459,8.907581], [2763,8.842838], [650,8.781145])]
[1642,WrappedArray([5525,7.3011026], [2252,7.1358247], [2735,6.7894797], [3915,6.724246], [4419,6.6272535], [1198,6.3634677], [986,6.3021007], [754,6.3018446], [4383,6.2479873], [1394,6.2252054])]
[2492,WrappedArray([700,7.1252623], [2920,6.9391713], [4441,6.903597], [3548,6.5570474], [418,6.3775454], [4125,6.3314576], [4427,6.1846433], [345,6.121155], [2195,6.1110344], [5274,6.0617213])]
[2105,WrappedArray([4191,6.170059], [2467,5.7521977], [527,5.6339016], [3009,5.539606], [1341,5.491957], [5243,5.334064], [1226,5.3325176], [283,5.31452], [5933,5.254858], [5052,5.2195024])]
[2515,WrappedArray([1102,5.5489807], [5328,5.4549646], [1070,5.058648], [1346,4.9124875], [423,4.762587], [553,4.697593], [4894,4.5451612], [4264,4.51474], [745,4.5082154], [4201,4.504744])]
[2755,WrappedArray([1102,8.345449], [1070,8.082353], [5328,7.9856434], [5052,7.3874803], [4894,7.330163], [1346,7.2987976], [1864,7.1713543], [4201,6.848751], [745,6.8433743], [3549,6.839594])]
[3655,WrappedArray([3703,7.2193995], [1445,7.217327], [1098,7.1751657], [5133,7.0717077], [3570,6.831054], [5010,6.7416058], [341,6.733747], [5089,6.720419], [511,6.6232667], [5202,6.6017513])]
[3816,WrappedArray([4441,8.9085], [2640,8.868221], [668,8.380309], [41,8.255332], [1596,8.115758], [2502,8.068399], [3186,8.014974], [1213,7.9868245], [2707,7.766432], [3702,7.368829])]
[3257,WrappedArray([2358,5.7127433], [89,5.312484], [3222,5.2812915], [2392,5.1862397], [2884,5.1518626], [4594,5.142369], [775,5.1351523], [2449,5.104843], [2045,5.0338955], [3061,4.9959245])]
[1748,WrappedArray([356,5.5101433], [1098,5.4761906], [870,5.4638495], [283,5.358778], [2467,5.3271484], [1535,5.3165298], [3856,5.311244], [1445,5.3059373], [5052,5.3018594], [3144,5.274242])]
[729,WrappedArray([2930,8.250495], [5133,7.9145584], [3570,7.4785976], [2893,7.432323], [1445,7.3258095], [14,6.975711], [972,6.8028584], [559,6.526187], [2191,6.451015], [3703,6.35227])]
[430,WrappedArray([653,7.6483884], [2329,7.3689737], [423,7.0520315], [775,6.811337], [5328,6.7716055], [4645,6.727493], [4341,6.6229157], [5052,6.608412], [4158,6.574169], [1416,6.3695893])]
[1420,WrappedArray([3870,6.5017385], [3009,6.460441], [2269,6.3078303], [3165,6.084103], [1417,6.020367], [1428,5.962721], [3723,5.960672], [1414,5.9577694], [3373,5.930372], [2694,5.8873234])]
[2930,WrappedArray([4056,11.029789], [3222,11.002813], [745,10.423813], [4392,10.149002], [5863,9.969011], [1332,9.926507], [128,9.864666], [1098,9.6742935], [1445,9.5507765], [5258,9.490869])]
[2950,WrappedArray([5328,6.636355], [745,5.8975515], [4392,5.6021013], [4703,5.539066], [1610,5.4864416], [3723,5.4840403], [553,5.214642], [3722,5.1657524], [5525,5.148193], [4398,5.145727])]
[2451,WrappedArray([947,5.5684114], [206,5.4726086], [5328,5.1474667], [1346,5.1292443], [745,5.1205215], [5141,5.107707], [3009,5.037514], [4894,5.0270157], [4846,5.0241923], [3722,4.925693])]
[2571,WrappedArray([2441,7.082015], [640,7.0058265], [3254,6.6256104], [4074,6.609147], [1341,6.467051], [395,6.1846857], [3932,6.0416913], [815,6.013878], [1456,6.0081334], [3856,5.962602])]
[2761,WrappedArray([1341,6.5439353], [41,6.1386886], [3856,6.1186743], [640,5.980161], [2467,5.958523], [4558,5.603279], [527,5.5169115], [1277,5.498416], [4191,5.477806], [4246,5.4699206])]
[2652,WrappedArray([947,9.530239], [1394,8.399025], [4383,8.297379], [3009,7.598326], [430,7.020841], [4256,6.981727], [4399,6.8224115], [3115,6.7647934], [1148,6.743039], [5588,6.636599])]
[2742,WrappedArray([2441,3.2282755], [2160,2.7400582], [6031,2.5976903], [3254,2.5293021], [4504,2.5154524], [3932,2.5015345], [640,2.4665704], [1751,2.458709], [5830,2.456436], [494,2.45333])]
[2822,WrappedArray([3222,7.7575583], [653,6.4866824], [1596,6.3165355], [5756,6.1877193], [775,6.186271], [4850,6.1821647], [2821,6.1039085], [5863,6.0026646], [1460,5.9952016], [4583,5.8899546])]
[2623,WrappedArray([1341,5.2549005], [2467,4.9339943], [3856,4.781507], [283,4.6952367], [4558,4.675992], [5642,4.6577153], [1596,4.6247616], [5933,4.6199336], [4166,4.610423], [4191,4.588377])]
[754,WrappedArray([5328,9.796657], [1416,9.587671], [1596,9.417912], [4707,8.866438], [2707,8.729574], [745,8.251258], [2560,8.064296], [1485,7.868299], [2884,7.5404234], [5756,7.527894])]
[2554,WrappedArray([5004,7.216009], [3009,6.8964753], [4997,6.8703737], [1394,6.8418493], [4158,6.818959], [5525,6.8179655], [5588,6.63047], [947,6.592437], [3723,6.5523863], [4383,6.4785423])]
[2844,WrappedArray([947,7.0543623], [5328,7.017439], [589,6.7422805], [1083,6.5858455], [4158,6.4667454], [3009,6.418978], [5004,6.389637], [1914,6.3437123], [1394,6.2438684], [5525,6.1679645])]
[2085,WrappedArray([3480,7.0555086], [527,6.5520825], [5856,6.3426785], [5258,6.1710854], [2902,5.976639], [535,5.935685], [3222,5.909126], [5199,5.756641], [693,5.642922], [1332,5.6409497])]
[3635,WrappedArray([4583,5.729634], [3222,5.7215858], [4850,5.5997624], [215,5.3431215], [3169,5.3354692], [4191,5.2836804], [3902,5.2469788], [1221,5.245122], [4143,5.2422094], [5052,5.201423])]
[1436,WrappedArray([4383,13.73555], [1394,12.914072], [1213,11.345331], [527,11.004208], [2441,10.358122], [5145,9.913969], [3583,9.764526], [4936,9.672823], [1416,9.555643], [1240,9.44928])]
[1856,WrappedArray([4383,8.892718], [1664,7.192746], [2441,6.773822], [1327,6.736147], [4358,6.6883454], [221,6.613387], [2879,6.1399407], [3668,6.0823216], [5119,6.046444], [3627,6.039208])]
[397,WrappedArray([2735,10.938918], [3915,10.694464], [4419,10.308223], [979,10.220332], [2373,10.219764], [2920,9.98014], [1070,9.952597], [5400,9.9378], [2252,9.865682], [5882,9.815941])]
[3457,WrappedArray([4751,8.547795], [1102,8.324939], [3144,8.163467], [5919,8.011527], [4383,7.926637], [1864,7.903918], [5588,7.7939577], [3627,7.4957294], [2920,7.322217], [4419,7.1949906])]
[3947,WrappedArray([5358,7.6231213], [693,7.5628633], [2902,7.5272512], [535,7.404949], [2269,7.3441973], [5681,7.2552743], [4863,7.2263064], [4012,7.1704497], [2433,7.143884], [913,7.013976])]
[3138,WrappedArray([1596,8.282218], [3222,8.193561], [4583,7.4841733], [89,7.387989], [3480,7.2955537], [4392,7.119456], [5863,6.981353], [5856,6.7452555], [5258,6.734201], [353,6.695603])]
[19,WrappedArray([614,6.434226], [407,5.77512], [741,5.7099624], [947,5.6349154], [3911,5.5787153], [5328,5.5394497], [4683,5.49562], [3857,5.427335], [3009,5.3251815], [389,5.2175617])]
[989,WrappedArray([2441,6.6316667], [1327,6.3847194], [4383,6.171507], [878,5.8289495], [5529,5.774839], [2879,5.683383], [356,5.638319], [1341,5.633596], [3926,5.5954623], [761,5.5919266])]
[3039,WrappedArray([3009,5.4910474], [1341,5.087081], [3256,5.0830035], [640,5.0486903], [2922,5.0146437], [3870,5.0119867], [2108,5.008446], [389,4.9956574], [3818,4.988898], [3911,4.9774795])]
[560,WrappedArray([4358,8.094667], [5297,7.713381], [3784,6.8878727], [5357,6.589732], [1485,6.5439687], [2160,6.3565392], [4068,6.3022366], [1929,6.299498], [3642,6.297437], [5421,6.275255])]
[3930,WrappedArray([2697,6.2050486], [3165,6.1824627], [1414,6.0099864], [3144,5.989819], [3870,5.9544697], [399,5.925407], [1830,5.8749766], [650,5.80435], [4751,5.787008], [1061,5.7784634])]
[1541,WrappedArray([5004,6.1974277], [653,6.083893], [153,6.0657535], [5525,6.0585723], [2640,5.961938], [2851,5.929416], [1596,5.913265], [589,5.8431373], [4166,5.77917], [1416,5.774834])]
[92,WrappedArray([589,5.993949], [2977,5.3394866], [5328,5.1022735], [3222,5.058771], [1416,5.0248594], [5642,4.9057765], [1596,4.9046817], [4997,4.9016156], [4191,4.875743], [527,4.8601])]
[542,WrappedArray([5328,9.299698], [614,7.6715827], [3915,7.125009], [1754,6.634121], [4264,6.568274], [4358,6.425583], [4398,6.3877244], [3222,6.385597], [4068,6.253464], [4396,6.201432])]
[1192,WrappedArray([589,10.518929], [1416,10.077712], [5642,9.507031], [1083,9.335946], [1914,9.081231], [5328,8.786736], [2977,8.652319], [3723,8.358038], [4707,8.297331], [1971,8.2187605])]
[553,WrappedArray([3149,7.022332], [153,6.827306], [1582,6.403252], [1198,6.391015], [4997,6.3218384], [5004,6.315601], [527,6.27186], [5668,6.271055], [490,6.1845036], [4936,6.139412])]
[2903,WrappedArray([947,5.7979126], [3009,5.459532], [4807,5.376082], [3911,5.337853], [3480,5.1327696], [3840,4.892165], [2902,4.8691883], [4392,4.8649454], [2274,4.80706], [2522,4.7762265])]
[2374,WrappedArray([1394,6.483701], [5525,6.3371787], [5328,6.115481], [3915,5.9419837], [5783,5.82397], [4158,5.779198], [430,5.739676], [1713,5.710641], [4801,5.693624], [4399,5.465667])]
[2664,WrappedArray([1414,6.59767], [3165,6.4932437], [3870,6.486246], [3144,6.4531856], [4751,6.3131137], [399,6.3108087], [2697,6.14863], [2640,6.072405], [4236,6.021531], [2269,5.9956794])]
[2964,WrappedArray([6031,18.315468], [2441,18.019241], [2763,17.711153], [4008,17.31344], [5628,16.770008], [3254,15.9249935], [640,15.876322], [4504,15.661065], [41,15.435695], [2713,15.2205105])]
[2994,WrappedArray([41,11.956657], [4441,9.117387], [1596,9.040179], [5719,8.914796], [2441,8.907959], [1277,8.748647], [1808,8.697204], [5072,8.66539], [1341,8.548565], [4565,8.498839])]
[3584,WrappedArray([5328,8.325892], [5642,7.729058], [1754,7.2912936], [589,7.1558228], [3222,6.7696266], [1914,6.5893035], [4974,6.510088], [5756,6.474717], [5160,6.3314714], [540,6.203137])]
[2785,WrappedArray([3870,10.131047], [4383,9.637063], [4493,9.32941], [5358,8.535435], [1327,8.4241], [290,8.256737], [5693,8.07792], [1661,7.909146], [5119,7.8841524], [5721,7.8176684])]
[836,WrappedArray([653,7.637212], [2821,6.720687], [1596,6.463649], [144,6.4040976], [3222,6.3886356], [4594,6.0727286], [2032,5.8786726], [5901,5.83049], [2329,5.8073416], [4341,5.7543936])]
[3676,WrappedArray([3714,8.754137], [1385,8.358132], [665,8.157322], [589,7.6931024], [4996,7.6713305], [5202,7.3597426], [4997,7.162127], [1967,7.158029], [3545,7.145561], [2549,7.076253])]
[1807,WrappedArray([650,7.5819683], [2920,7.5623875], [2430,7.531277], [986,7.4462657], [2434,7.349434], [3617,7.112872], [3463,7.057635], [141,7.003457], [1327,6.9899583], [4074,6.8788376])]
[1938,WrappedArray([3373,6.088682], [3870,5.9692492], [2269,5.910538], [1914,5.7837787], [3723,5.732867], [1417,5.696315], [3009,5.470208], [4,5.4692445], [2252,5.4375324], [3204,5.4279704])]
[419,WrappedArray([5052,4.9564667], [5328,4.591477], [775,4.4065123], [4801,4.368631], [4158,4.324876], [653,4.3181934], [3902,4.3080535], [1070,4.29654], [2155,4.2890396], [283,4.285447])]
[780,WrappedArray([2441,6.2781982], [1309,6.0242295], [1198,5.8207273], [4597,5.7775817], [3254,5.7605867], [5379,5.6326923], [4199,5.6209116], [1751,5.611706], [4282,5.577204], [640,5.563166])]
[2892,WrappedArray([5243,13.165882], [1596,12.460864], [4996,12.366568], [3573,12.259767], [5320,12.013628], [5901,11.980653], [2977,11.200791], [2851,10.518802], [589,10.276884], [1277,10.269532])]
[415,WrappedArray([5328,6.6165752], [3222,5.688438], [2502,5.567304], [653,5.542941], [775,5.427089], [423,5.4126415], [2364,5.224694], [5052,5.1940694], [283,5.131272], [1282,5.0906405])]
[1475,WrappedArray([1808,6.287909], [5010,6.2211285], [4441,6.2185545], [642,6.150673], [2640,6.1405797], [3144,5.903583], [2549,5.8903813], [653,5.863276], [5072,5.8242354], [668,5.7224836])]
[1486,WrappedArray([1596,11.528696], [41,10.8370075], [1213,10.142103], [1657,9.939448], [1145,9.643042], [153,9.603088], [2640,9.366527], [5642,9.201801], [668,9.083542], [1653,9.077393])]
[2176,WrappedArray([589,6.814848], [2640,6.7701626], [4,6.5117974], [3714,6.324674], [1475,6.305398], [5004,6.3006268], [4997,6.2661586], [1914,6.200187], [2151,6.1780686], [1385,6.1118803])]
[2836,WrappedArray([3222,6.4414434], [1596,6.2025666], [5756,5.9432592], [4996,5.810696], [5642,5.5719495], [3856,5.542107], [128,5.5343013], [4191,5.5201817], [1341,5.4943733], [4974,5.4325438])]
[2856,WrappedArray([1102,7.307905], [745,7.1988378], [4264,7.1901455], [89,6.9972363], [4549,6.927155], [3723,6.9036818], [4392,6.560769], [1346,6.53795], [3165,6.535893], [1098,6.443324])]
[1227,WrappedArray([3144,6.074449], [2640,5.806685], [2920,5.734967], [1515,5.615969], [345,5.4277024], [4900,5.343469], [399,5.3356], [761,5.3048763], [2252,5.2819557], [870,5.2400184])]
[3327,WrappedArray([700,9.461939], [4427,8.881288], [341,8.536751], [98,8.454706], [1341,8.059], [2292,8.021722], [4119,7.936011], [4199,7.8842883], [3787,7.7798467], [2373,7.7504687])]
[1128,WrappedArray([4383,7.9537582], [290,7.0944552], [3235,6.6466126], [4549,6.493236], [1346,6.4440203], [527,6.437573], [3723,6.42322], [1664,6.3336773], [4936,6.2314878], [3165,6.1575327])]
[1739,WrappedArray([4392,6.7990885], [1416,6.5063567], [4844,6.391593], [89,6.3430424], [3480,6.2229652], [3723,6.0192795], [5856,5.619205], [745,5.5741205], [3222,5.370724], [5199,5.3012943])]
[1250,WrappedArray([2269,6.359444], [4,6.238246], [3870,6.2099595], [1414,5.9674406], [1989,5.9373274], [4236,5.9169216], [2640,5.7997046], [2253,5.791963], [4175,5.7892065], [2819,5.7416935])]
[1841,WrappedArray([2640,7.708561], [1596,7.558332], [144,7.497511], [653,7.306913], [2851,6.9804916], [1277,6.9399757], [3573,6.907573], [4672,6.8995996], [2329,6.7753005], [5078,6.449384])]
[1843,WrappedArray([5856,4.4081087], [4863,4.369875], [3480,4.320191], [535,4.277947], [5358,4.104856], [693,4.0543346], [1332,3.9978604], [5258,3.9771037], [1014,3.922659], [4231,3.865109])]
[2153,WrappedArray([3222,7.1201596], [4191,6.0889654], [4056,5.954943], [5756,5.8315516], [5243,5.7239513], [1460,5.5939083], [5328,5.52371], [5052,5.5006313], [762,5.494458], [653,5.4331217])]
[3243,WrappedArray([5328,6.5344334], [614,5.812066], [3915,5.795274], [5052,5.7287865], [2364,5.470608], [1728,5.3266044], [5783,5.227784], [2138,5.217053], [46,5.181119], [1070,5.178455])]
[644,WrappedArray([2441,3.2282755], [2160,2.7400582], [6031,2.5976903], [3254,2.5293021], [4504,2.5154524], [3932,2.5015345], [640,2.4665704], [1751,2.458709], [5830,2.456436], [494,2.45333])]
[1186,WrappedArray([870,5.743338], [2549,5.4989476], [1452,5.4208565], [1416,5.365924], [128,5.3027563], [882,5.2258987], [5756,5.204607], [1445,5.184557], [2640,5.173812], [878,5.1647415])]
[257,WrappedArray([2884,6.4062037], [4703,6.285449], [89,6.2603874], [5560,5.910294], [4400,5.8066845], [4583,5.7768373], [3549,5.764098], [491,5.662796], [2252,5.6605597], [158,5.605417])]
[1497,WrappedArray([606,7.7816515], [1070,7.294569], [423,6.868095], [4565,6.6814065], [785,6.6729302], [2697,6.6630607], [2364,6.648788], [5052,6.503812], [4441,6.4041615], [3286,6.2129436])]
